category_label,Multi_model_info,DBMS,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Jan-2026,Rank_Jan-2026,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Columnar,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,NoSQL,Object oriented,RDF,Relational,Search engine,Spatial,Time Series,Vector,Wide column
Document,"Document store,Wide column store",HPE Ezmeral Data Fabric,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,N,,-,0.81,205,-,-,"HPE, MapR Technologies, Inc",2009,,N,,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Multivalue,Multivalue DBMS,SciDB,https://db-engines.com/en/system/SciDB,Y,,cran/scidb,0.8,206,cran,scidb,Paradigm4,2008,,Y,,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,ZODB,https://db-engines.com/en/system/ZODB,Y,,zopefoundation/ZODB,0.8,207,zopefoundation,ZODB,,2009,2023,Y,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spatial,Spatial DBMS,GeoMesa,https://db-engines.com/en/system/GeoMesa,Y,,geomesa/geomesa-geoserver,0.79,208,geomesa,geomesa-geoserver,CCRi and others,2014,2024,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Relational,Relational DBMS,Altibase,https://db-engines.com/en/system/Altibase,Y,,ALTIBASE/altibase,0.78,209,ALTIBASE,altibase,Altibase,1999,2023,N,Open source edition discontinued with March 2023,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,NuoDB,https://db-engines.com/en/system/NuoDB,N,,-,0.77,210,-,-,Dassault Systèmes,2013,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Infobright,https://db-engines.com/en/system/Infobright,N,,-,0.77,211,-,-,Ignite Technologies Inc.; formerly InfoBright Inc.,2005,,N,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Search engine,Search engine,Xapian,https://db-engines.com/en/system/Xapian,Y,,xapian/xapian,0.74,212,xapian,xapian,,1986,2024,Y,GPLv2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,"Graph DBMS,RDF store",Blazegraph,https://db-engines.com/en/system/Blazegraph,Y,,blazegraph/database,0.74,213,blazegraph,database,Blazegraph,2006,2019,Y,extended commercial license available,N,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,Yellowbrick,https://db-engines.com/en/system/Yellowbrick,N,,-,0.74,214,-,-,Yellowbrick Data,,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS",AllegroGraph,https://db-engines.com/en/system/AllegroGraph,N,,-,0.74,215,-,-,Franz Inc.,2004,2023,N,Limited community edition free,N,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
Relational,Relational DBMS,MatrixOne,https://db-engines.com/en/system/MatrixOne,Y,,matrixorigin/matrixone,0.72,216,matrixorigin,matrixone,,2021,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,BigchainDB,https://db-engines.com/en/system/BigchainDB,Y,,bigchaindb/bigchaindb,0.72,217,bigchaindb,bigchaindb,,2016,,Y,AGPL v3,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navigational,Navigational DBMS,IDMS,https://db-engines.com/en/system/IDMS,N,,-,0.72,218,-,-,Broadcom (formerly CA Technologies),1973,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Multivalue,Multivalue DBMS,Model 204,https://db-engines.com/en/system/Model+204,N,,-,0.71,219,-,-,,1972,,N,,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,KeyDB,https://db-engines.com/en/system/KeyDB,Y,,Snapchat/KeyDB,0.7,220,Snapchat,KeyDB,EQ Alpha Technology Ltd.,2019,,Y,BSD-3,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,RDF4J,https://db-engines.com/en/system/RDF4J,Y,Y,eclipse/rdf4j,0.7,221,eclipse,rdf4j,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",2004,,Y,"Eclipse Distribution License (EDL), v1.0.",N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud AnalyticDB for PostgreSQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,N,,-,0.69,222,-,-,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Native XML,Native XML DBMS,Sedna,https://db-engines.com/en/system/Sedna,Y,,sedna/sedna,0.68,223,sedna,sedna,,2006,,Y,Apache Version 2,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,Arc,https://db-engines.com/en/system/Arc,,,,0.67,224,,,,,,agpl-3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Native XML,Native XML DBMS,eXist-db,https://db-engines.com/en/system/eXist-db,Y,,eXist-db/exist,0.67,225,eXist-db,exist,,2000,,Y,L-GPL,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,RisingWave,https://db-engines.com/en/system/RisingWave,Y,,risingwavelabs/risingwave,0.65,226,risingwavelabs,risingwave,RisingWave Labs,2022,2025,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Apache Pinot,https://db-engines.com/en/system/Apache+Pinot,Y,N,apache/pinot,0.65,227,apache,pinot,Apache Software Foundation and contributors,2015,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Actian Vector,https://db-engines.com/en/system/Actian+Vector,N,,-,0.64,228,-,-,,,2016,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Datacom/DB,https://db-engines.com/en/system/Datacom%2FDB,N,,-,0.64,229,-,-,Broadcom (formerly CA),1972,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,"Time Series DBMS,Relational DBMS",eXtremeDB,https://db-engines.com/en/system/eXtremeDB,N,,-,0.62,230,-,-,McObject,2001,2021,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Document,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS",CrateDB,https://db-engines.com/en/system/CrateDB,Y,,crate/crate,0.62,231,crate,crate,Crate,2013,2024,Y,,N,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Object oriented,Object oriented DBMS,Objectivity/DB,https://db-engines.com/en/system/Objectivity%2FDB,N,,-,0.61,232,-,-,,1990,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Relational,Relational DBMS,DBISAM,https://db-engines.com/en/system/DBISAM,N,,-,0.6,233,-,-,"Elevate Software, Inc.",1998,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Search engine,Search engine,Alibaba Cloud Log Service,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,N,,-,0.59,234,-,-,AlibabaCloud Inc.,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,1010data,https://db-engines.com/en/system/1010data,N,,-,0.59,235,-,-,,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,"Graph DBMS,Object oriented DBMS,Relational DBMS",TypeDB,https://db-engines.com/en/system/TypeDB,Y,,vaticle/typedb,0.59,236,vaticle,typedb,TypeDB,2016,2025,Y,"GPL Version 3, commercial licenses available",N,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Relational,Relational DBMS,SQream DB,https://db-engines.com/en/system/SQream+DB,N,,-,0.58,237,-,-,SQream Technologies,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,solidDB,https://db-engines.com/en/system/solidDB,N,,-,0.58,238,-,-,"Unicom Systems, Inc; IBM",1992,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,BoltDB,https://db-engines.com/en/system/BoltDB,Y_archivedas_boltdb/bolt,N,boltdb/bolt,0.58,239,boltdb,bolt,,2013,,Y,MIT License,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Graph,"Graph DBMS,Key-value store",Graph Engine,https://db-engines.com/en/system/Graph+Engine,Y,,microsoft/GraphEngine,0.57,240,microsoft,GraphEngine,Microsoft,2010,,Y,MIT License,N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,FrontBase,https://db-engines.com/en/system/FrontBase,N,,-,0.56,241,-,-,,1993,2015,N,free licenses,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,R:BASE,https://db-engines.com/en/system/R%3ABASE,N,,-,0.56,242,-,-,,1981,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,KairosDB,https://db-engines.com/en/system/KairosDB,Y,,kairosdb/kairosdb,0.54,243,kairosdb,kairosdb,,2013,2018,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Object oriented,Object oriented DBMS,ObjectDB,https://db-engines.com/en/system/ObjectDB,N,,-,0.54,244,-,-,,2010,2024,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Key-value,Key-value store,Dragonfly,https://db-engines.com/en/system/Dragonfly,Y,,dragonflydb/dragonfly,0.54,245,dragonflydb,dragonfly,DragonflyDB team and community contributors,2023,2023,Y,BSL 1.1,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Splice Machine,https://db-engines.com/en/system/Splice+Machine,Y,,splicemachine/spliceengine,0.53,246,splicemachine,spliceengine,Splice Machine,2014,2021,Y,"AGPL 3.0, commercial license available",N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,Percona Server for MongoDB,https://db-engines.com/en/system/Percona+Server+for+MongoDB,Y_replacementfor_MongoDB,N,percona/percona-server-mongodb,0.52,247,percona,percona-server-mongodb,Percona,2015,2017,Y,GPL Version 2,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Perst,https://db-engines.com/en/system/Perst,Y,,The-Alchemist/perst,0.52,248,The-Alchemist,perst,,2003,,Y,commercial license available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Time Series,"Time Series DBMS,Relational DBMS",ITTIA,https://db-engines.com/en/system/ITTIA,N,,-,0.51,249,-,-,ITTIA L.L.C.,2007,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Relational,"Relational DBMS,Spatial DBMS,Time Series DBMS",Kinetica,https://db-engines.com/en/system/Kinetica,N,,-,0.49,250,-,-,Kinetica,2012,2021,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Relational,Relational DBMS,NexusDB,https://db-engines.com/en/system/NexusDB,N,,-,0.48,251,-,-,,2003,2021,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Kingbase,https://db-engines.com/en/system/Kingbase,N,,-,0.48,252,-,-,BeiJing KINGBASE Information technologies inc.,1999,2021,N,,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,Relational DBMS,Apache Doris,https://db-engines.com/en/system/Apache+Doris,Y,Y,apache/doris,0.45,253,apache,doris,"Apache Software Foundation, originally contributed from Baidu",2017,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,RaptorDB,https://db-engines.com/en/system/RaptorDB,Y,,mgholam/RaptorDB-Document,0.44,254,mgholam,RaptorDB-Document,,,,Y,Apache Version 2,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,atoti,https://db-engines.com/en/system/atoti,Y_IssueTracking,,atoti/atoti,0.44,255,atoti,atoti,ActiveViam,,,N,free versions available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Key-value,Key-value store,MapDB,https://db-engines.com/en/system/MapDB,Y,,jankotek/mapdb,0.44,256,jankotek,mapdb,,2002,,Y,Apache Version 2,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,ScaleArc,https://db-engines.com/en/system/ScaleArc,N,,-,0.43,257,-,-,Ignite,2009,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Kyligence Enterprise,https://db-engines.com/en/system/Kyligence+Enterprise,N,,-,0.43,258,-,-,"Kyligence, Inc.",2016,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,WebSphere eXtreme Scale,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,N,,-,0.42,259,-,-,,2009,,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Scalaris,https://db-engines.com/en/system/Scalaris,Y,N,scalaris-team/scalaris,0.42,260,scalaris-team,scalaris,,2010,,Y,Apache Version 2,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,Harper,https://db-engines.com/en/system/Harper,,,,0.42,261,,,HarperDB,2017,2021,N,free community edition available,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS",YDB,https://db-engines.com/en/system/YDB,Y,N,ydb-platform/ydb,0.42,262,ydb-platform,ydb,Yandex,2019,,Y,Apache 2.0; commercial license available,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,VistaDB,https://db-engines.com/en/system/VistaDB,N,,-,0.41,263,-,-,Gibraltar Software,2008,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,GemStone/S,https://db-engines.com/en/system/GemStone%2FS,N,,-,0.4,264,-,-,,1986,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Key-value,Key-value store,Hibari,https://db-engines.com/en/system/Hibari,Y,,hibari/hibari,0.4,265,hibari,hibari,,2005,,Y,Apache Version 2,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,Alibaba Cloud TSDB,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,N,,-,0.39,266,-,-,Alibaba,,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wide column,"Wide column store,Search engine",Elassandra,https://db-engines.com/en/system/Elassandra,Y,,strapdata/elassandra,0.39,267,strapdata,elassandra,,,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Multivalue,Multivalue DBMS,OpenInsight,https://db-engines.com/en/system/OpenInsight,N,,-,0.39,268,-,-,Revelation Software,1992,2018,N,,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Cloudflare Workers KV,https://db-engines.com/en/system/Cloudflare+Workers+KV,N,,-,0.39,269,-,-,Cloudflare,2018,,N,,Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vector,Vector DBMS,Deep Lake,https://db-engines.com/en/system/Deep+Lake,Y,,activeloopai/deeplake,0.38,270,activeloopai,deeplake,Activeloop,,,Y,MPL-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Search engine,Search engine,Marqo,https://db-engines.com/en/system/Marqo,Y,,marqo-ai/marqo,0.37,271,marqo-ai,marqo,,2022,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,SQL.JS,https://db-engines.com/en/system/SQL.JS,Y,,sql-js/sql.js,0.36,272,sql-js,sql.js,Alon Zakai,2012,,Y,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,CnosDB,https://db-engines.com/en/system/CnosDB,Y,,cnosdb/cnosdb,0.36,273,cnosdb,cnosdb,,2022,2023,Y,AGPL 3.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Multivalue,Multivalue DBMS,Rasdaman,https://db-engines.com/en/system/Rasdaman,Y,,dioptre/rasdaman,0.35,274,dioptre,rasdaman,,1998,2019,Y,extended commercial license available,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,SearchBlox,https://db-engines.com/en/system/SearchBlox,N,,-,0.35,275,-,-,,2003,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,Document store,LokiJS,https://db-engines.com/en/system/LokiJS,Y,,techfort/LokiJS,0.35,276,techfort,LokiJS,,2014,,Y,,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Comdb2,https://db-engines.com/en/system/Comdb2,Y,,bloomberg/comdb2,0.35,277,bloomberg,comdb2,Bloomberg Finance L.P.,2004,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Relational DBMS",AlaSQL,https://db-engines.com/en/system/AlaSQL,Y,,AlaSQL/alasql,0.34,278,AlaSQL,alasql,Andrey Gershun & Mathias R. Wulff,2014,,Y,MIT-License,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,Northgate Reality,https://db-engines.com/en/system/Northgate+Reality,N,,-,0.33,279,-,-,,1973,,N,,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS",Sequoiadb,https://db-engines.com/en/system/Sequoiadb,Y,,SequoiaDB/SequoiaDB,0.33,280,SequoiaDB,SequoiaDB,Sequoiadb Ltd.,2013,,Y,Server: AGPL; Client: Apache V2,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Databend,https://db-engines.com/en/system/Databend,Y,,datafuselabs/databend,0.3,281,datafuselabs,databend,Databend Labs,2021,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,Fluree,https://db-engines.com/en/system/Fluree,Y,,fluree/db,0.3,282,fluree,db,"Fluree, PBC",2018,,Y,open-sourced in October 2020,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Valentina Server,https://db-engines.com/en/system/Valentina+Server,N,,-,0.3,283,-,-,Paradigma Software,1999,,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Postgres-XL,https://db-engines.com/en/system/Postgres-XL,Y,,Postgres-XL/Postgres-XL,0.29,284,Postgres-XL,Postgres-XL,,2014,2018,Y,Mozilla public license,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Graph,Graph DBMS,InfiniteGraph,https://db-engines.com/en/system/InfiniteGraph,N,,-,0.28,285,-,-,,2010,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Starcounter,https://db-engines.com/en/system/Starcounter,N,,-,0.28,286,-,-,,2006,2018,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RDF,RDF store,Strabon,https://db-engines.com/en/system/Strabon,Y,,esarbanis/strabon,0.28,287,esarbanis,strabon,,2011,,Y,Mozilla public license,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Content,Content stores,ModeShape,https://db-engines.com/en/system/ModeShape,Y,,ModeShape/modeshape,0.28,288,ModeShape,modeshape,,2010,,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Actian PSQL,https://db-engines.com/en/system/Actian+PSQL,N,,-,0.26,289,-,-,,1982,2021,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Mimer SQL,https://db-engines.com/en/system/Mimer+SQL,N,,-,0.26,290,-,-,,1977,2024,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,Project Voldemort,https://db-engines.com/en/system/Project+Voldemort,Y,,voldemort/voldemort,0.26,291,voldemort,voldemort,,2009,2017,Y,Apache version 2,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,FeatureBase,https://db-engines.com/en/system/FeatureBase,Y_CommunityEdition,,featurebasedb/featurebase,0.25,292,featurebasedb,featurebase,Molecula and Pilosa Open Source Contributors,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Brytlyt,https://db-engines.com/en/system/Brytlyt,N,,-,0.25,293,-,-,Brytlyt,2016,2023,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vector,Vector DBMS,Vald,https://db-engines.com/en/system/Vald,Y,,vdaas/vald,0.25,294,vdaas,vald,,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graph,"Graph DBMS,RDF store,Relational DBMS",RDFox,https://db-engines.com/en/system/RDFox,N,,-,0.25,295,-,-,Oxford Semantic Technologies,2017,2022,N,,N,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Fujitsu Enterprise Postgres,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,N,,-,0.24,296,-,-,Fujitsu Limited,,2024,N,,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Search engine,"Search engine,Time Series DBMS",Manticore Search,https://db-engines.com/en/system/Manticore+Search,Y,,manticoresoftware/manticoresearch,0.24,297,manticoresoftware,manticoresearch,Manticore Software,2017,2023,Y,GPL version 2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
RDF,RDF store,4store,https://db-engines.com/en/system/4store,Y,,4store/4store,0.23,298,4store,4store,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,PieCloudDB,https://db-engines.com/en/system/PieCloudDB,N,,-,0.23,299,-,-,OpenPie,,2023,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RDF,RDF store,RedStore,https://db-engines.com/en/system/RedStore,Y,,njh/redstore,0.23,300,njh,redstore,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",LeanXcale,https://db-engines.com/en/system/LeanXcale,N,,-,0.22,301,-,-,LeanXcale,2015,,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Key-value store",YTsaurus,https://db-engines.com/en/system/YTsaurus,Y,,ytsaurus/ytsaurus,0.22,302,ytsaurus,ytsaurus,Yandex,2023,,Y,"Apache License, Version 2.0",N,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Time Series DBMS",Raima Database Manager,https://db-engines.com/en/system/Raima+Database+Manager,N,,-,0.22,303,-,-,Raima Inc.,1984,2021,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Object oriented,Object oriented DBMS,Actian FastObjects,https://db-engines.com/en/system/Actian+FastObjects,N,,-,0.22,304,-,-,Actian,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Graph,"Graph DBMS,RDF store",AnzoGraph DB,https://db-engines.com/en/system/AnzoGraph+DB,N,,-,0.21,305,-,-,Cambridge Semantics,2018,2021,N,free trial version available,N,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Document,Document store,XTDB,https://db-engines.com/en/system/XTDB,Y,,xtdb/xtdb,0.21,306,xtdb,xtdb,Juxt Ltd.,2019,2021,Y,MIT License,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",Faircom DB,https://db-engines.com/en/system/Faircom+DB,N,,-,0.21,307,-,-,FairCom Corporation,1979,2024,N,"Restricted, free version available",N,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,FalkorDB,https://db-engines.com/en/system/FalkorDB,,,,0.21,308,,,FalkorDB Ltd,2023,,open source (ssplv1),,no (falkordb is available as falkor cloud),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Event,Event Store,NEventStore,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.2,310,NEventStore,NEventStore,,2011,,Y,MIT-License,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Vector DBMS",MyScale,https://db-engines.com/en/system/MyScale,N,,-,0.2,311,-,-,,2022,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Relational,Relational DBMS,PipelineDB,https://db-engines.com/en/system/PipelineDB,Y,,pipelinedb/pipelinedb,0.19,312,pipelinedb,pipelinedb,,2015,,Y,"BSD, GPL V3",N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,OpenQM,https://db-engines.com/en/system/OpenQM,Y,,gregjurman/openqm,0.18,313,gregjurman,openqm,"Rocket Software, originally Martin Phillips",1993,,Y,"GPLv2, extended commercial license available",N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,Redland,https://db-engines.com/en/system/Redland,Y,,dajobe/librdf,0.18,314,dajobe,librdf,,2000,,Y,"Multi License (LGPL, GPLv2, Apache V2)",N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,Tibco ComputeDB,https://db-engines.com/en/system/Tibco+ComputeDB,Y_NotGitHub-release_community.tibco.com/s/article/TIBCO-Graph-Database-Releases,Y,-,0.18,315,-,-,Tibco,2015,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Graph DBMS,Key-value store,Time Series DBMS",ArcadeDB,https://db-engines.com/en/system/ArcadeDB,Y,,ArcadeData/arcadedb,0.18,316,ArcadeData,arcadedb,Arcade Data,2021,2021,Y,Apache Version 2.0,N,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
