category_label,Multi_model_info,DBMS,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Oct-2023,Rank_Oct-2023,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Vector,Wide column
Relational,"Relational DBMS,Document store,Graph DBMS,RDF store,Spatial DBMS",Oracle,https://db-engines.com/en/system/Oracle,N,Y,-,1261.42,1,-,-,Oracle,1980,2021,N,restricted free version is available,N,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",MySQL,https://db-engines.com/en/system/MySQL,Y,Y,mysql/mysql-server,1133.32,2,mysql,mysql-server,Oracle,1995,2023,Y,GPL version 2. Commercial licenses with extended functionallity are available,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS",Microsoft SQL Server,https://db-engines.com/en/system/Microsoft+SQL+Server,N,Y,-,896.88,3,-,-,Microsoft,1989,2022,N,restricted free version is available,N,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Relational,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS,Vector DBMS",PostgreSQL,https://db-engines.com/en/system/PostgreSQL,Y,N,postgres/postgres,638.82,4,postgres,postgres,PostgreSQL Global Development Group,1989,2023,Y,BSD,N,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
Document,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS",MongoDB,https://db-engines.com/en/system/MongoDB,Y,Y,mongodb/mongo,431.42,5,mongodb,mongo,"MongoDB, Inc",2009,2023,Y,MongoDB Inc.'s Server Side Public License v1. Prior versions were published under GNU AGPL v3.0. Commercial licenses are also available.,N,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Key-value,"Key-value store,Document store,Graph DBMS,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS",Redis,https://db-engines.com/en/system/Redis,Y,Y,redis/redis,162.96,6,redis,redis,"Redis project core team, inspired by Salvatore Sanfilippo",2009,2023,Y,"source-available extensions (modules), commercial licenses for Redis Enterprise",N,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
Search engine,"Search engine,Document store,Spatial DBMS,Vector DBMS",Elasticsearch,https://db-engines.com/en/system/Elasticsearch,Y,Y,elastic/elasticsearch,137.15,7,elastic,elasticsearch,Elastic,2010,2023,Y,Elastic License,N,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Relational,"Relational DBMS,Document store,RDF store,Spatial DBMS",IBM Db2,https://db-engines.com/en/system/IBM+Db2,N,Y,-,134.87,8,-,-,IBM,1983,2016,N,free version is available,N,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Relational,Relational DBMS,SQLite,https://db-engines.com/en/system/SQLite,Y,N,sqlite/sqlite,125.14,9,sqlite,sqlite,Dwayne Richard Hipp,2000,2023,Y,Public Domain,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Microsoft Access,https://db-engines.com/en/system/Microsoft+Access,N,Y,-,124.31,10,-,-,Microsoft,1992,2019,N,Bundled with Microsoft Office,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Snowflake,https://db-engines.com/en/system/Snowflake,Y_archivedas_twitter-archive/snowflake,Y,twitter-archive/snowflake,123.24,11,twitter-archive,snowflake,Snowflake Computing Inc.,2014,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wide column,"Wide column store,Vector DBMS",Cassandra,https://db-engines.com/en/system/Cassandra,Y,N,apache/cassandra,108.82,12,apache,cassandra,Apache Software Foundation,2008,2023,Y,Apache version 2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Relational,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS",MariaDB,https://db-engines.com/en/system/MariaDB,Y,Y_借壳上市,MariaDB/server,99.66,13,MariaDB,server,"MariaDB Corporation Ab (MariaDB Enterprise),,MariaDB Foundation (community MariaDB Server)",2009,2023,Y,"GPL version 2, commercial enterprise subscription available",N,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Search engine,Search engine,Splunk,https://db-engines.com/en/system/Splunk,N,,-,92.37,14,-,-,Splunk Inc.,2003,,N,Limited free edition and free developer edition available,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS",Microsoft Azure SQL Database,https://db-engines.com/en/system/Microsoft+Azure+SQL+Database,N,,-,80.93,15,-,-,Microsoft,2010,,N,,Y,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Document,"Document store,Key-value store",Amazon DynamoDB,https://db-engines.com/en/system/Amazon+DynamoDB,N,,-,80.91,16,-,-,Amazon,2012,,N,free tier for a limited amount of database operations,Y,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS",Databricks,https://db-engines.com/en/system/Databricks,N,N,-,75.82,17,-,-,Databricks,2013,,Y,,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Hive,https://db-engines.com/en/system/Hive,Y,N_Facebook开源,apache/hive,69.18,18,apache,hive,Apache Software Foundation,2012,2022,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS,Time Series DBMS",Teradata,https://db-engines.com/en/system/Teradata,N,,-,58.56,19,-,-,Teradata,1984,2019,N,,N,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
Relational,Relational DBMS,Google BigQuery,https://db-engines.com/en/system/Google+BigQuery,N_api_googleapis/python-bigquery,Y,-,56.57,20,-,-,Google,2010,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,FileMaker,https://db-engines.com/en/system/FileMaker,N,,-,53.32,21,-,-,FileMaker,1983,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Graph DBMS,Spatial DBMS",SAP HANA,https://db-engines.com/en/system/SAP+HANA,N,,-,49.44,22,-,-,SAP,2010,2023,N,,N,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Graph,Graph DBMS,Neo4j,https://db-engines.com/en/system/Neo4j,Y,Y,neo4j/neo4j,48.44,23,neo4j,neo4j,"Neo4j, Inc.",2007,2023,Y,"GPL version3, commercial licenses available",N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Search engine,"Search engine,Spatial DBMS",Solr,https://db-engines.com/en/system/Solr,Y,N,apache/solr,45.36,24,apache,solr,Apache Software Foundation,2006,2023,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Relational,"Relational DBMS,Spatial DBMS",SAP Adaptive Server,https://db-engines.com/en/system/SAP+Adaptive+Server,N,,-,41.92,25,-,-,"SAP, Sybase",1987,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Wide column,Wide column store,HBase,https://db-engines.com/en/system/HBase,Y,N,apache/hbase,34.69,26,apache,hbase,Apache Software Foundation,2008,2021,Y,Apache version 2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Document,"Document store,Graph DBMS,Key-value store,Wide column store,Spatial DBMS",Microsoft Azure Cosmos DB,https://db-engines.com/en/system/Microsoft+Azure+Cosmos+DB,N,,-,34.29,27,-,-,Microsoft,2014,,N,,Y,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Time Series,"Time Series DBMS,Spatial DBMS",InfluxDB,https://db-engines.com/en/system/InfluxDB,Y,,influxdata/influxdb,29.74,28,influxdata,influxdb,,2013,2023,Y,MIT-License; commercial enterprise version available,N,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Spatial DBMS,"Spatial DBMS,Relational DBMS",PostGIS,https://db-engines.com/en/system/PostGIS,Y,,postgis/postgis,27.3,29,postgis,postgis,,2005,2023,Y,GPL v2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,Relational DBMS,Microsoft Azure Synapse Analytics,https://db-engines.com/en/system/Microsoft+Azure+Synapse+Analytics,N,,-,27.13,30,-,-,Microsoft,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Firebird,https://db-engines.com/en/system/Firebird,Y,N,FirebirdSQL/firebird,25.68,31,FirebirdSQL,firebird,Firebird Foundation,2000,2023,Y,Initial Developer's Public License,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS",Couchbase,https://db-engines.com/en/system/Couchbase,Y,Y,couchbase/couchbase-lite-core,22.41,32,couchbase,couchbase-lite-core,"Couchbase, Inc.",2011,2023,Y,Business Source License (BSL 1.1); Commercial licenses also available,N,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS",Informix,https://db-engines.com/en/system/Informix,N,Y,-,21.42,33,-,-,"IBM, HCL Technologies",1984,2020,N,free developer edition available,N,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Relational,Relational DBMS,Amazon Redshift,https://db-engines.com/en/system/Amazon+Redshift,N,,-,21.04,34,-,-,"Amazon (based on,PostgreSQL,)",2012,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,Memcached,https://db-engines.com/en/system/Memcached,Y,,memcached/memcached,20.84,35,memcached,memcached,Danga Interactive,2003,2023,Y,BSD license,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Spark SQL,https://db-engines.com/en/system/Spark+SQL,Y,N,apache/spark,18.74,36,apache,spark,Apache Software Foundation,2014,2023,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store",Impala,https://db-engines.com/en/system/Impala,Y,,apache/impala,18.51,37,apache,impala,Cloudera,2013,2022,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,Firebase Realtime Database,https://db-engines.com/en/system/Firebase+Realtime+Database,N,,-,17.48,38,-,-,Google,2012,,N,,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Time Series DBMS",ClickHouse,https://db-engines.com/en/system/ClickHouse,Y,Y_新成立,ClickHouse/ClickHouse,15.13,39,ClickHouse,ClickHouse,Clickhouse Inc.,2016,2023,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Relational,Relational DBMS,Presto,https://db-engines.com/en/system/Presto,Y,N_Facebook开源,prestodb/presto,14.22,40,prestodb,presto,Facebook; Presto Foundation,2013,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Apache Flink,https://db-engines.com/en/system/Apache+Flink,Y,,apache/flink,13.9,41,apache,flink,Apache Software Foundation and contributors,,2023,Y,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Spatial DBMS,Time Series DBMS",Vertica,https://db-engines.com/en/system/Vertica,N,Y,-,13.88,42,-,-,OpenText,2005,2023,N,Limited community edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Relational,Relational DBMS,dBASE,https://db-engines.com/en/system/dBASE,N,,-,13.84,43,-,-,Asthon Tate,1979,2019,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Netezza,https://db-engines.com/en/system/Netezza,N,,-,13.78,44,-,-,IBM,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Spatial DBMS",CouchDB,https://db-engines.com/en/system/CouchDB,Y,N,apache/couchdb,13.44,45,apache,couchdb,Apache Software Foundation,2005,2023,Y,Apache version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Search engine,"Search engine,Vector DBMS",OpenSearch,https://db-engines.com/en/system/OpenSearch,Y,Y,opensearch-project/OpenSearch,12.92,46,opensearch-project,OpenSearch,Amazon Web Services,2021,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Greenplum,https://db-engines.com/en/system/Greenplum,Y,Y,greenplum-db/gpdb,10.45,47,greenplum-db,gpdb,Pivotal Software Inc.,2005,2023,Y,Apache 2.0,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Document,Document store,Google Cloud Firestore,https://db-engines.com/en/system/Google+Cloud+Firestore,N,,-,10.31,48,-,-,Google,2017,,N,,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store",Amazon Aurora,https://db-engines.com/en/system/Amazon+Aurora,N,,-,9.15,49,-,-,Amazon,2015,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,etcd,https://db-engines.com/en/system/etcd,Y,,etcd-io/etcd,8.74,50,etcd-io,etcd,,,2019,Y,Apache Version 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Spatial DBMS",H2,https://db-engines.com/en/system/H2,Y,N,h2database/h2database,8.61,51,h2database,h2database,Thomas Mueller,2005,2023,Y,"dual-licence (Mozilla public license, Eclipse public license)",N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,Relational DBMS,Oracle Essbase,https://db-engines.com/en/system/Oracle+Essbase,N,,-,8.49,52,-,-,Oracle,1998,2020,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,"Time Series DBMS,Vector DBMS,Relational DBMS",Kdb,https://db-engines.com/en/system/Kdb,Y,,KxSystems/kdb,8.39,53,KxSystems,kdb,"Kx Systems, a division of First Derivatives plc",2000,2018,N,free 32-bit version,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Document,Document store,Realm,https://db-engines.com/en/system/Realm,Y,,realm/realm-core,8.21,54,realm,realm-core,"Realm, acquired by MongoDB in May 2019",2014,,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Native XML DBMS,RDF store,Search engine",MarkLogic,https://db-engines.com/en/system/MarkLogic,N,,-,8.19,55,-,-,MarkLogic Corp.,2001,2022,N,restricted free version is available,N,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Key-value,"Key-value store,Document store",Hazelcast,https://db-engines.com/en/system/Hazelcast,Y,,hazelcast/hazelcast,8.16,56,hazelcast,hazelcast,Hazelcast,2008,2023,Y,Apache Version 2; commercial licenses available,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Algolia,https://db-engines.com/en/system/Algolia,N,,-,7.32,57,-,-,,2012,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Prometheus,https://db-engines.com/en/system/Prometheus,Y,N,prometheus/prometheus,7.28,58,prometheus,prometheus,,2015,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,Derby,https://db-engines.com/en/system/Derby,Y,N,apache/derby,7.06,59,apache,derby,Apache Software Foundation,1997,2022,Y,Apache version 2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wide column,"Wide column store,Document store,Graph DBMS,Spatial DBMS,Search engine,Vector DBMS",Datastax Enterprise,https://db-engines.com/en/system/Datastax+Enterprise,N,,-,6.78,60,-,-,DataStax,2011,2020,N,,N,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1
Relational,Relational DBMS,CockroachDB,https://db-engines.com/en/system/CockroachDB,Y,Y,cockroachdb/cockroach,6.6,61,cockroachdb,cockroach,Cockroach Labs,2015,2023,Y,"Apache 2.0, commercial license available",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Event Store,Spatial DBMS,Search engine,Time Series DBMS",Microsoft Azure Data Explorer,https://db-engines.com/en/system/Microsoft+Azure+Data+Explorer,N,,-,6.55,62,-,-,Microsoft,2019,,N,,Y,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
Key-value,Key-value store,Ehcache,https://db-engines.com/en/system/Ehcache,Y,Y,ehcache/ehcache3,6.54,63,ehcache,ehcache3,"Terracotta Inc, owned by Software AG",2009,2022,Y,Apache Version 2; commercial licenses available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Microsoft Azure Search,https://db-engines.com/en/system/Microsoft+Azure+Search,N,,-,6.49,64,-,-,Microsoft,2015,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,"Document store,Key-value store,Spatial DBMS",Aerospike,https://db-engines.com/en/system/Aerospike,Y,,aerospike/aerospike-server,6.44,65,aerospike,aerospike-server,Aerospike,2012,2022,Y,Apache and AGPL Licenses; open sourced in June 2014; commercial Enterprise Edition available,N,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Wide column,"Wide column store,Key-value store",ScyllaDB,https://db-engines.com/en/system/ScyllaDB,Y,,scylladb/scylla,6.17,66,scylladb,scylla,ScyllaDB,2015,2022,Y,"Open Source (AGPL), commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Content,Content stores,Jackrabbit,https://db-engines.com/en/system/Jackrabbit,Y,N,apache/jackrabbit,6.1,67,apache,jackrabbit,Apache Software Foundation,2006,,Y,,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Sphinx,https://db-engines.com/en/system/Sphinx,Y,Y,sphinxsearch/sphinx,6.01,68,sphinxsearch,sphinx,Sphinx Technologies Inc.,2001,2023,Y,"GPL version 2, commercial licence available",N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Interbase,https://db-engines.com/en/system/Interbase,N,,-,6.0,69,-,-,Embarcadero,1984,2019,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS,Wide column store",Trino,https://db-engines.com/en/system/Trino,Y,,trinodb/trino,5.98,70,trinodb,trino,Trino Software Foundation,2012,,Y,Apache Version 2.0,N,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1
Relational,"Relational DBMS,Document store,Spatial DBMS,Time Series DBMS,Vector DBMS",SingleStore,https://db-engines.com/en/system/SingleStore,N,,-,5.78,71,-,-,SingleStore Inc.,2013,2023,N,free developer edition available,N,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Wide column,Wide column store,Microsoft Azure Table Storage,https://db-engines.com/en/system/Microsoft+Azure+Table+Storage,N,,-,5.77,72,-,-,Microsoft,2012,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Document,Document store,Google Cloud Datastore,https://db-engines.com/en/system/Google+Cloud+Datastore,N,,-,5.59,73,-,-,Google,2008,,N,,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Riak KV,https://db-engines.com/en/system/Riak+KV,Y,,basho/riak_kv,5.44,74,basho,riak_kv,"OpenSource, formerly Basho Technologies",2009,2022,Y,"Apache version 2, commercial enterprise edition",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,SAP SQL Anywhere,https://db-engines.com/en/system/SAP+SQL+Anywhere,N,,-,5.43,75,-,-,SAP,1992,2015,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Graph DBMS,Native XML DBMS,Relational DBMS,RDF store,Search engine,Spatial DBMS",Virtuoso,https://db-engines.com/en/system/Virtuoso,Y,,openlink/virtuoso-opensource,5.43,76,openlink,virtuoso-opensource,OpenLink Software,1998,2023,Y,"GPLv2, extended commercial license available",N,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0
Time Series,"Time Series DBMS,Relational DBMS",TimescaleDB,https://db-engines.com/en/system/TimescaleDB,Y,,timescale/timescaledb,5.38,77,timescale,timescaledb,Timescale,2017,2023,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Relational,Relational DBMS,Ingres,https://db-engines.com/en/system/Ingres,Y,,fosslc/Ingres,5.25,78,fosslc,Ingres,Actian Corporation,1974,2022,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Graphite,https://db-engines.com/en/system/Graphite,Y,,graphite-project/graphite-web,5.23,79,graphite-project,graphite-web,Chris Davis,2006,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RDF,RDF store,Apache Jena - TDB,https://db-engines.com/en/system/Apache+Jena+-+TDB,Y,N,apache/jena,5.18,80,apache,jena,Apache Software Foundation,2000,2023,Y,"Apache License, Version 2.0",N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,HyperSQL,https://db-engines.com/en/system/HyperSQL,Y,N,ryenus/hsqldb,5.03,81,ryenus,hsqldb,,2001,2023,Y,based on BSD license,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,Adabas,https://db-engines.com/en/system/Adabas,Y,,jrmarino/AdaBase,4.7,82,jrmarino,AdaBase,Software AG,1971,,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,SAP IQ,https://db-engines.com/en/system/SAP+IQ,N,,-,4.64,83,-,-,"SAP, formerly Sybase",1994,2019,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,"Key-value store,Wide column store",Google Cloud Bigtable,https://db-engines.com/en/system/Google+Cloud+Bigtable,N,,-,4.61,84,-,-,Google,2015,,N,,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Wide column,Wide column store,Accumulo,https://db-engines.com/en/system/Accumulo,Y,,apache/accumulo,4.61,85,apache,accumulo,,2008,2022,Y,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Key-value,"Key-value store,Document store",GemFire,https://db-engines.com/en/system/GemFire,N,Y,-,4.42,86,-,-,VMware,2004,2022,N,,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Graph DBMS,Key-value store",OrientDB,https://db-engines.com/en/system/OrientDB,Y,,orientechnologies/orientdb,4.27,87,orientechnologies,orientdb,OrientDB LTD; CallidusCloud; SAP,2010,2023,Y,Apache version 2,N,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Graph DBMS,Key-value store,Search engine",ArangoDB,https://db-engines.com/en/system/ArangoDB,Y,Y,arangodb/arangodb,4.27,88,arangodb,arangodb,ArangoDB Inc.,2012,2023,Y,Apache Version 2; Commercial license (Enterprise) available,N,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Key-value,"Key-value store,Relational DBMS",Ignite,https://db-engines.com/en/system/Ignite,Y,N,apache/ignite,4.25,89,apache,ignite,Apache Software Foundation,2015,,Y,Apache 2.0,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,"UniData,UniVerse",https://db-engines.com/en/system/UniData%2CUniVerse,N,,-,4.11,90,-,-,Rocket Software,1985,,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,RocksDB,https://db-engines.com/en/system/RocksDB,Y,Y,facebook/rocksdb,4.03,91,facebook,rocksdb,"Facebook, Inc.",2013,2023,Y,BSD,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,OpenEdge,https://db-engines.com/en/system/OpenEdge,N,,-,3.99,92,-,-,Progress Software Corporation,1984,2020,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Key-value store,Relational DBMS",Oracle NoSQL,https://db-engines.com/en/system/Oracle+NoSQL,Y,N,oracle/nosql-go-sdk,3.94,93,oracle,nosql-go-sdk,Oracle,2011,2023,Y,"Proprietary for Enterprise Edition (Oracle Database EE license has Oracle NoSQL database EE covered:,details,)",N,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Time Series,"Time Series DBMS,Relational DBMS",DolphinDB,https://db-engines.com/en/system/DolphinDB,N,,-,3.94,94,-,-,"DolphinDB, Inc",2018,2022,N,free community version available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Document,"Document store,Graph DBMS,Spatial DBMS,Time Series DBMS",RavenDB,https://db-engines.com/en/system/RavenDB,Y,,ravendb/ravendb,3.85,95,ravendb,ravendb,Hibernating Rhinos,2010,2022,Y,"AGPL version 3, commercial license available",N,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Relational,"Relational DBMS,Document store",TiDB,https://db-engines.com/en/system/TiDB,Y,Y,pingcap/tidb,3.72,96,pingcap,tidb,"PingCAP, Inc.",2016,2023,Y,Apache 2.0,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Google Cloud Spanner,https://db-engines.com/en/system/Google+Cloud+Spanner,N,,-,3.69,97,-,-,Google,2017,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,DuckDB,https://db-engines.com/en/system/DuckDB,Y,,duckdb/duckdb,3.64,98,duckdb,duckdb,,2018,2023,Y,MIT License,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,IBM Cloudant,https://db-engines.com/en/system/IBM+Cloudant,N,,-,3.63,99,-,-,"IBM, Apache Software Foundation",2010,,N,,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Native XML DBMS",Oracle Berkeley DB,https://db-engines.com/en/system/Oracle+Berkeley+DB,Y,,berkeleydb/libdb,3.54,100,berkeleydb,libdb,Oracle,1994,2020,Y,commercial license available,N,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Infinispan,https://db-engines.com/en/system/Infinispan,Y,,infinispan/infinispan,3.54,101,infinispan,infinispan,,2009,2023,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,MaxDB,https://db-engines.com/en/system/MaxDB,N,,-,3.53,102,-,-,"SAP, acquired from Software AG (Adabas-D) in 1997",1984,2020,N,Limited community edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Spatial DBMS",RethinkDB,https://db-engines.com/en/system/RethinkDB,Y,,rethinkdb/rethinkdb,3.3,103,rethinkdb,rethinkdb,The Linux Foundation,2009,2020,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Document,"Document store,Key-value store,Object oriented DBMS,Relational DBMS",InterSystems IRIS,https://db-engines.com/en/system/InterSystems+IRIS,N,,-,3.27,104,-,-,InterSystems,2018,2021,N,,N,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Vector,Vector DBMS,Pinecone,https://db-engines.com/en/system/Pinecone,N,Y,-,3.11,105,-,-,"Pinecone Systems, Inc",2019,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
