category_label,Multi_model_info,DBMS,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Jul-2023,Rank_Jul-2023,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Vector DBMS,Wide column
Relational,"Relational DBMS,Document store,Spatial DBMS",TDSQL for MySQL,https://db-engines.com/en/system/TDSQL+for+MySQL,N,,-,1.13,213,-,-,Tencent,2013,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,Relational DBMS,DBISAM,https://db-engines.com/en/system/DBISAM,N,,-,1.13,214,-,-,"Elevate Software, Inc.",1998,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RDF,RDF store,RDF4J,https://db-engines.com/en/system/RDF4J,Y,Y,eclipse/rdf4j,1.11,215,eclipse,rdf4j,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",2004,,Y,"Eclipse Distribution License (EDL), v1.0.",N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Native XML,Native XML DBMS,eXist-db,https://db-engines.com/en/system/eXist-db,Y,,eXist-db/exist,1.1,216,eXist-db,exist,,2000,,Y,L-GPL,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,M3DB,https://db-engines.com/en/system/M3DB,Y,,m3db/m3,1.09,217,m3db,m3,,,,Y,Apache version 2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wide column,Wide column store,Amazon Keyspaces,https://db-engines.com/en/system/Amazon+Keyspaces,N,,-,1.03,218,-,-,Amazon,2019,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Relational,Relational DBMS,StarRocks,https://db-engines.com/en/system/StarRocks,Y,,StarRocks/StarRocks,1.03,219,StarRocks,StarRocks,The Linux Foundation,2020,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,MapDB,https://db-engines.com/en/system/MapDB,Y,,jankotek/mapdb,1.03,220,jankotek,mapdb,,2002,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spatial DBMS,Spatial DBMS,GeoMesa,https://db-engines.com/en/system/GeoMesa,Y,,geomesa/geomesa-geoserver,1.02,221,geomesa,geomesa-geoserver,CCRi and others,2014,2023,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Graph,"Graph DBMS,RDF store",Blazegraph,https://db-engines.com/en/system/Blazegraph,Y,,blazegraph/database,1.01,222,blazegraph,database,Blazegraph,2006,2019,Y,extended commercial license available,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Multivalue,Multivalue DBMS,SciDB,https://db-engines.com/en/system/SciDB,Y,,cran/scidb,0.99,223,cran,scidb,Paradigm4,2008,,Y,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,ScaleArc,https://db-engines.com/en/system/ScaleArc,N,,-,0.99,224,-,-,"DevFactory, formerly Ignite",2009,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,BigchainDB,https://db-engines.com/en/system/BigchainDB,Y,,bigchaindb/bigchaindb,0.99,225,bigchaindb,bigchaindb,,2016,,Y,AGPL v3,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Kognitio,https://db-engines.com/en/system/Kognitio,N,,-,0.98,226,-,-,,1992,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Yellowbrick,https://db-engines.com/en/system/Yellowbrick,N,,-,0.96,227,-,-,Yellowbrick Data,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,NexusDB,https://db-engines.com/en/system/NexusDB,N,,-,0.96,228,-,-,,2003,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,BoltDB,https://db-engines.com/en/system/BoltDB,Y_archivedas_boltdb/bolt,N,boltdb/bolt,0.94,229,boltdb,bolt,,2013,,Y,MIT License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,ObjectDB,https://db-engines.com/en/system/ObjectDB,N,,-,0.91,230,-,-,,2010,2022,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Document,"Document store,Time Series DBMS,Relational DBMS,Search engine",CrateDB,https://db-engines.com/en/system/CrateDB,Y,,crate/crate,0.91,231,crate,crate,Crate,2013,,Y,,N,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Relational,Relational DBMS,Datacom/DB,https://db-engines.com/en/system/Datacom%2FDB,N,,-,0.91,232,-,-,Broadcom (formerly CA),1972,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Relational DBMS,Search engine",Rockset,https://db-engines.com/en/system/Rockset,N,,-,0.89,233,-,-,Rockset,2019,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Search engine,Search engine,Typesense,https://db-engines.com/en/system/Typesense,Y,,typesense/typesense,0.87,234,typesense,typesense,,2015,,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,"Relational DBMS,Spatial DBMS,Time Series DBMS",Kinetica,https://db-engines.com/en/system/Kinetica,N,,-,0.87,235,-,-,Kinetica,2012,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Multivalue,Multivalue DBMS,OpenInsight,https://db-engines.com/en/system/OpenInsight,N,,-,0.86,236,-,-,,1992,2018,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vector DBMS,Vector DBMS,Vald,https://db-engines.com/en/system/Vald,Y,,vdaas/vald,0.86,237,vdaas,vald,,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time Series,Time Series DBMS,Heroic,https://db-engines.com/en/system/Heroic,Y_archivedas_spotify/heroic,N,spotify/heroic,0.85,238,spotify,heroic,Spotify,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,FrontBase,https://db-engines.com/en/system/FrontBase,N,,-,0.85,239,-,-,,1993,2015,N,free licenses,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,atoti,https://db-engines.com/en/system/atoti,Y_IssueTracking,,atoti/atoti,0.84,240,atoti,atoti,ActiveViam,,,N,free versions available,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Time Series,Time Series DBMS,KairosDB,https://db-engines.com/en/system/KairosDB,Y,,kairosdb/kairosdb,0.84,241,kairosdb,kairosdb,,2013,2018,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Time Series,Time Series DBMS,Apache IoTDB,https://db-engines.com/en/system/Apache+IoTDB,Y,N,apache/iotdb,0.83,242,apache,iotdb,Apache Software Foundation,2018,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Document,"Document store,Graph DBMS",SurrealDB,https://db-engines.com/en/system/SurrealDB,Y,,surrealdb/surrealdb,0.83,243,surrealdb,surrealdb,SurrealDB Ltd,2022,,Y,,N,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Splice Machine,https://db-engines.com/en/system/Splice+Machine,Y,,splicemachine/spliceengine,0.82,244,splicemachine,spliceengine,Splice Machine,2014,2021,Y,"AGPL 3.0, commercial license available",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,SQream DB,https://db-engines.com/en/system/SQream+DB,N,,-,0.81,245,-,-,SQream Technologies,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,Rasdaman,https://db-engines.com/en/system/Rasdaman,Y,,dioptre/rasdaman,0.81,246,dioptre,rasdaman,,1998,2019,Y,extended commercial license available,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,GemStone/S,https://db-engines.com/en/system/GemStone%2FS,N,,-,0.81,247,-,-,,1986,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Relational,Relational DBMS,Apache Pinot,https://db-engines.com/en/system/Apache+Pinot,Y,N,apache/pinot,0.8,248,apache,pinot,Apache Software Foundation and contributors,2015,2022,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Time Series DBMS",eXtremeDB,https://db-engines.com/en/system/eXtremeDB,N,,-,0.79,249,-,-,McObject,2001,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Content,Content stores,ModeShape,https://db-engines.com/en/system/ModeShape,Y,,ModeShape/modeshape,0.79,250,ModeShape,modeshape,,2010,,Y,Apache Version 2,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud MaxCompute,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,N,,-,0.78,251,-,-,Alibaba,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,R:BASE,https://db-engines.com/en/system/R%3ABASE,N,,-,0.77,252,-,-,,1981,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,Objectivity/DB,https://db-engines.com/en/system/Objectivity%2FDB,N,,-,0.76,253,-,-,,1990,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Starcounter,https://db-engines.com/en/system/Starcounter,N,,-,0.76,254,-,-,,2006,2018,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Search engine,Search engine,SearchBlox,https://db-engines.com/en/system/SearchBlox,N,,-,0.76,255,-,-,,2003,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,VistaDB,https://db-engines.com/en/system/VistaDB,N,,-,0.76,256,-,-,Gibraltar Software,2008,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,Percona Server for MongoDB,https://db-engines.com/en/system/Percona+Server+for+MongoDB,Y_replacementfor_MongoDB,N,percona/percona-server-mongodb,0.75,257,percona,percona-server-mongodb,Percona,2015,2017,Y,GPL Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graph,"Graph DBMS,Key-value store",Graph Engine,https://db-engines.com/en/system/Graph+Engine,Y,,microsoft/GraphEngine,0.75,258,microsoft,GraphEngine,Microsoft,2010,,Y,MIT License,N,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Kingbase,https://db-engines.com/en/system/Kingbase,N,,-,0.72,259,-,-,BeiJing KINGBASE Information technologies inc.,1999,2021,N,,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,"Relational DBMS,Document store",Alibaba Cloud AnalyticDB for MySQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,N,,-,0.72,260,-,-,Alibaba,,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,KeyDB,https://db-engines.com/en/system/KeyDB,Y,,Snapchat/KeyDB,0.72,261,Snapchat,KeyDB,EQ Alpha Technology Ltd.,2019,,Y,BSD-3,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Scalaris,https://db-engines.com/en/system/Scalaris,Y,N,scalaris-team/scalaris,0.72,262,scalaris-team,scalaris,,2010,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS",AlaSQL,https://db-engines.com/en/system/AlaSQL,Y,,AlaSQL/alasql,0.72,263,AlaSQL,alasql,Andrey Gershun & Mathias R. Wulff,2014,,Y,MIT-License,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,LokiJS,https://db-engines.com/en/system/LokiJS,Y,,techfort/LokiJS,0.71,264,techfort,LokiJS,,2014,,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,"Time Series DBMS,Relational DBMS",ITTIA,https://db-engines.com/en/system/ITTIA,N,,-,0.7,265,-,-,ITTIA L.L.C.,2007,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Postgres-XL,https://db-engines.com/en/system/Postgres-XL,Y,,Postgres-XL/Postgres-XL,0.7,266,Postgres-XL,Postgres-XL,,2014,2018,Y,Mozilla public license,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
RDF,RDF store,4store,https://db-engines.com/en/system/4store,Y,,4store/4store,0.69,267,4store,4store,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RDF,RDF store,Redland,https://db-engines.com/en/system/Redland,Y,,dajobe/librdf,0.69,268,dajobe,librdf,,2000,,Y,"Multi License (LGPL, GPLv2, Apache V2)",N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Object oriented,Object oriented DBMS,Jade,https://db-engines.com/en/system/Jade,N,,-,0.66,269,-,-,,1996,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Relational,"Relational DBMS,Time Series DBMS",Raima Database Manager,https://db-engines.com/en/system/Raima+Database+Manager,N,,-,0.66,270,-,-,Raima Inc.,1984,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
RDF,RDF store,Strabon,https://db-engines.com/en/system/Strabon,Y,,esarbanis/strabon,0.65,271,esarbanis,strabon,,2011,,Y,Mozilla public license,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,Apache Doris,https://db-engines.com/en/system/Apache+Doris,Y,Y,apache/doris,0.64,272,apache,doris,"Apache Software Foundation, originally contributed from Baidu",2017,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,OpenQM,https://db-engines.com/en/system/OpenQM,Y,,gregjurman/openqm,0.63,273,gregjurman,openqm,Martin Phillips,1993,,Y,"GPLv2, extended commercial license available",N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Document,Document store,HarperDB,https://db-engines.com/en/system/HarperDB,N,,-,0.62,274,-,-,HarperDB,2017,2021,N,free community edition available,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vector DBMS,Vector DBMS,Qdrant,https://db-engines.com/en/system/Qdrant,Y,,qdrant/qdrant,0.61,275,qdrant,qdrant,Qdrant,2021,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Document,"Document store,Relational DBMS",Sequoiadb,https://db-engines.com/en/system/Sequoiadb,Y,,SequoiaDB/SequoiaDB,0.61,276,SequoiaDB,SequoiaDB,Sequoiadb Ltd.,2013,,Y,Server: AGPL; Client: Apache V2,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Trafodion,https://db-engines.com/en/system/Trafodion,Y_archivedas_apache/trafodion,N,apache/trafodion,0.6,277,apache,trafodion,"Apache Software Foundation, originally developed by HP",2014,2019,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Lovefield,https://db-engines.com/en/system/Lovefield,Y,,google/lovefield,0.6,278,google,lovefield,Google,2014,2017,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Tajo,https://db-engines.com/en/system/Tajo,Y_archivedas_apache/tajo,N,apache/tajo,0.57,279,apache,tajo,Apache Software Foundation,2012,,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Databend,https://db-engines.com/en/system/Databend,Y,,datafuselabs/databend,0.56,280,datafuselabs,databend,Databend Labs,2021,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Relational DBMS",YDB,https://db-engines.com/en/system/YDB,Y,N,ydb-platform/ydb,0.56,281,ydb-platform,ydb,Yandex,2019,,Y,Apache 2.0; commercial license available,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,HyperGraphDB,https://db-engines.com/en/system/HyperGraphDB,Y,,hypergraphdb/hypergraphdb,0.56,282,hypergraphdb,hypergraphdb,,2007,,Y,L-GPL,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Graph,Graph DBMS,Fluree,https://db-engines.com/en/system/Fluree,Y,,fluree/db,0.56,283,fluree,db,"Fluree, PBC",2018,,Y,open-sourced in October 2020,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vector DBMS,Vector DBMS,Deep Lake,https://db-engines.com/en/system/Deep+Lake,Y,,activeloopai/deeplake,0.55,284,activeloopai,deeplake,Activeloop,,,Y,MPL-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Search engine,"Search engine,Vector DBMS",Vespa,https://db-engines.com/en/system/Vespa,Y,,vespa-engine/vespa,0.55,285,vespa-engine,vespa,Yahoo,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Graph,Graph DBMS,InfiniteGraph,https://db-engines.com/en/system/InfiniteGraph,N,,-,0.55,286,-,-,,2010,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud AnalyticDB for PostgreSQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,N,,-,0.54,287,-,-,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,Actian FastObjects,https://db-engines.com/en/system/Actian+FastObjects,N,,-,0.54,288,-,-,Actian,,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Relational,Relational DBMS,Kyligence Enterprise,https://db-engines.com/en/system/Kyligence+Enterprise,N,,-,0.53,289,-,-,"Kyligence, Inc.",2016,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Transbase,https://db-engines.com/en/system/Transbase,N,,-,0.52,290,-,-,Transaction Software GmbH,1987,2022,N,free development license,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wide column,"Wide column store,Search engine",Elassandra,https://db-engines.com/en/system/Elassandra,Y,,strapdata/elassandra,0.5,291,strapdata,elassandra,,,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Time Series,Time Series DBMS,Axibase,https://db-engines.com/en/system/Axibase,N,,-,0.5,292,-,-,Axibase Corporation,2013,1558,N,"Community Edition (single node) is free, Enterprise Edition (distributed) is paid",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,Mimer SQL,https://db-engines.com/en/system/Mimer+SQL,N,,-,0.5,293,-,-,,1977,2023,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,EJDB,https://db-engines.com/en/system/EJDB,Y,,Softmotions/ejdb,0.49,294,Softmotions,ejdb,Softmotions,2012,,Y,GPLv2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Project Voldemort,https://db-engines.com/en/system/Project+Voldemort,Y,,voldemort/voldemort,0.48,295,voldemort,voldemort,,2009,2017,Y,Apache version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,Mulgara,https://db-engines.com/en/system/Mulgara,Y,,quoll/mulgara,0.48,296,quoll,mulgara,,2006,2012,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Key-value,Key-value store,Elliptics,https://db-engines.com/en/system/Elliptics,Y,,reverbrain/elliptics,0.47,297,reverbrain,elliptics,,2009,,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Alibaba Cloud ApsaraDB for PolarDB,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,N,,-,0.47,298,-,-,Alibaba,,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,FlockDB,https://db-engines.com/en/system/FlockDB,Y_archivedas_twitter-archive/flockdb,Y,twitter-archive/flockdb,0.45,299,twitter-archive,flockdb,Twitter,2010,2012,Y,Apache Version 2,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Comdb2,https://db-engines.com/en/system/Comdb2,Y,,bloomberg/comdb2,0.45,300,bloomberg,comdb2,Bloomberg Finance L.P.,2004,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,Tokyo Tyrant,https://db-engines.com/en/system/Tokyo+Tyrant,Y,,hthetiot/Tokyo-Tyrant,0.43,301,hthetiot,Tokyo-Tyrant,Mikio  Hirabayashi,2007,,Y,GPL,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Spatial DBMS",Linter,https://db-engines.com/en/system/Linter,N,,-,0.42,302,-,-,relex.ru/en,1990,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Search engine,Search engine,Alibaba Cloud Log Service,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,N,,-,0.42,303,-,-,AlibabaCloud Inc.,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Brytlyt,https://db-engines.com/en/system/Brytlyt,N,,-,0.42,304,-,-,Brytlyt,2016,2016,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RDF,RDF store,CubicWeb,https://db-engines.com/en/system/CubicWeb,Y_NotGithub-gitlabsite_forge.extranet.logilab.fr/cubicweb/cubicweb,N,-,0.41,305,-,-,Logilab,2001,2021,Y,L-GPL,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,PipelineDB,https://db-engines.com/en/system/PipelineDB,Y,,pipelinedb/pipelinedb,0.4,306,pipelinedb,pipelinedb,,2015,,Y,"BSD, GPL V3",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,ElevateDB,https://db-engines.com/en/system/ElevateDB,N,,-,0.4,307,-,-,"Elevate Software, Inc.",2006,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,Cloudflare Workers KV,https://db-engines.com/en/system/Cloudflare+Workers+KV,N,,-,0.39,308,-,-,Cloudflare,2018,,N,,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,RedStore,https://db-engines.com/en/system/RedStore,Y,,njh/redstore,0.38,309,njh,redstore,,2009,,Y,GPLv3,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Time Series,Time Series DBMS,CnosDB,https://db-engines.com/en/system/CnosDB,Y,,cnosdb/cnosdb,0.38,310,cnosdb,cnosdb,,2022,2023,Y,AGPL 3.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Key-value,Key-value store,Speedb,https://db-engines.com/en/system/Speedb,Y,,speedb-io/speedb,0.37,311,speedb-io,speedb,Speedb,2020,,Y,Apache Version 2.0; commercial license available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,STSdb,https://db-engines.com/en/system/STSdb,Y,,STSSoft/STSdb4,0.37,312,STSSoft,STSdb4,STS Soft SC,2011,2015,Y,"GPLv2, commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,TransLattice,https://db-engines.com/en/system/TransLattice,N,,-,0.37,313,-,-,,2007,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Actian PSQL,https://db-engines.com/en/system/Actian+PSQL,N,,-,0.36,314,-,-,,1982,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Event,Event Store,NEventStore,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.36,315,NEventStore,NEventStore,,2011,,Y,MIT-License,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",LeanXcale,https://db-engines.com/en/system/LeanXcale,N,,-,0.36,316,-,-,LeanXcale,2015,,N,,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,FeatureBase,https://db-engines.com/en/system/FeatureBase,Y_CommunityEdition,,featurebasedb/featurebase,0.36,317,featurebasedb,featurebase,Molecula and Pilosa Open Source Contributors,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,Ultipa,https://db-engines.com/en/system/Ultipa,N,,-,0.35,318,-,-,Ultipa,2019,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,XtremeData,https://db-engines.com/en/system/XtremeData,N,,-,0.35,319,-,-,,,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Search engine,Search engine,Marqo,https://db-engines.com/en/system/Marqo,Y,,marqo-ai/marqo,0.35,320,marqo-ai,marqo,,2022,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,AntDB,https://db-engines.com/en/system/AntDB,Y,,ADBSQL/AntDB,0.35,321,ADBSQL,AntDB,AsiaInfo Technologies Limited,,,N,"community version available at,github.com/ADBSQL/AntDB",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,HugeGraph,https://db-engines.com/en/system/HugeGraph,Y,Y,apache/incubator-hugegraph,0.34,322,apache,incubator-hugegraph,Baidu,2018,,Y,Apache Version 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Graph,"Graph DBMS,Document store,RDF store",TerminusDB,https://db-engines.com/en/system/TerminusDB,Y,,terminusdb/terminusdb,0.33,323,terminusdb,terminusdb,DataChemist Ltd.,2018,2023,Y,GPL V3,N,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Graph,"Graph DBMS,RDF store",AnzoGraph DB,https://db-engines.com/en/system/AnzoGraph+DB,N,,-,0.32,324,-,-,Cambridge Semantics,2018,2021,N,free trial version available,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Graph,"Graph DBMS,RDF store,Relational DBMS",RDFox,https://db-engines.com/en/system/RDFox,N,,-,0.32,325,-,-,Oxford Semantic Technologies,2017,2022,N,,N,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Relational,"Relational DBMS,Time Series DBMS",GeoSpock,https://db-engines.com/en/system/GeoSpock,N,,-,0.31,326,-,-,GeoSpock,,2019,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
